disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
C3_MELANOMA_SKIN_EXALLC,924,Usual walking pace,category code,indirect_shared_factor,activity;age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1120,Weekly usage of mobile phone in last 3 months,category code,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1130,Hands-free device/speakerphone use with mobile phone in last 3 month,category code,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2237,Plays computer games,category code,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1160,Sleep duration,hours/day,neutral,sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1170,Getting up in morning,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1180,Morning/evening person (chronotype),category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1190,Nap during day,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1200,Sleeplessness / insomnia,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1210,Snoring,category code,indirect_shared_factor,adiposity;sex,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1220,Daytime dozing / sleeping,category code,neutral,anxiety;sleep,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,20116,Smoking status,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1239,Current tobacco smoking,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1249,Past tobacco smoking,category code,indirect_shared_factor,age;smoking,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,20161,Pack years of smoking,pack-years,neutral,smoking,,{},,censored Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1259,Smoking/smokers in household,category code,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1269,Exposure to tobacco smoke at home,hours/week,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1279,Exposure to tobacco smoke outside home,hours/week,neutral,smoking,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1289,Cooked vegetable intake,tablespoons/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1299,Salad / raw vegetable intake,tablespoons/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1309,Fresh fruit intake,pieces/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1319,Dried fruit intake,pieces/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1438,Bread intake,slices/week,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1458,Cereal intake,bowls/week,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1488,Tea intake,cups/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1498,Coffee intake,cups/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1528,Water intake,glasses/day,neutral,activity;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1518,Hot drink temperature,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1329,Oily fish intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1339,Non-oily fish intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1349,Processed meat intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1359,Poultry intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1369,Beef intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1379,Lamb/mutton intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1389,Pork intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1408,Cheese intake,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1478,Salt added to food,category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,6144,"Never eat eggs, dairy, wheat, sugar",category code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,20117,Alcohol drinker status,category code,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1558,Alcohol intake frequency.,category code,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1568,Average weekly red wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1578,Average weekly champagne plus white wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1588,Average weekly beer plus cider intake,pints/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1598,Average weekly spirits intake,measures/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1608,Average weekly fortified wine intake,glasses/week,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1618,Alcohol usually taken with meals,category code,neutral,alcohol;education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1050,Time spend outdoors in summer,hours/day,indirect_shared_factor,activity;uv,uv,"{""uv"": 0.6}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1060,Time spent outdoors in winter,hours/day,indirect_shared_factor,activity;uv,uv,"{""uv"": 0.6}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1717,Skin colour,category code,indirect_shared_factor,pigmentation,pigmentation,"{""pigmentation"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1727,Ease of skin tanning,category code,indirect_shared_factor,pigmentation,pigmentation,"{""pigmentation"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1737,Childhood sunburn occasions,occasions,indirect_shared_factor,pigmentation;uv,pigmentation;uv,"{""pigmentation"": 0.55, ""uv"": 0.6}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1747,"Hair colour (natural, before greying)",category code,indirect_shared_factor,pigmentation,pigmentation,"{""pigmentation"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1757,Facial ageing,category code,indirect_shared_factor,age;uv,age;uv,"{""age"": 0.25, ""uv"": 0.6}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2267,Use of sun/uv protection,category code,indirect_shared_factor,education;pigmentation,pigmentation,"{""pigmentation"": 0.55}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2277,Frequency of solarium/sunlamp use,occasions,indirect_shared_factor,uv,uv,"{""uv"": 0.6}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2139,Age first had sexual intercourse,years,indirect_shared_factor,age;education,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,2149,Lifetime number of sexual partners,partners,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,2159,Ever had same-sex intercourse,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1677,Breastfed as a baby,binary code,neutral,education,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1777,Part of a multiple birth,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,1787,Maternal smoking around birth,binary code,neutral,education;smoking,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,2946,Father's age,years,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1807,Father's age at death,years,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,1845,Mother's age,years,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,3526,Mother's age at death,years,indirect_shared_factor,age,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,4501,Non-accidental death in close genetic family,binary code,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,2188,"Long-standing illness, disability or infirmity",binary code,indirect_shared_factor,age;anxiety;inflammation;renal,age,"{""age"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30160,Basophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30220,Basophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30150,Eosinophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30210,Eosinophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30030,Haematocrit percentage,%,indirect_shared_factor,alcohol;immune;renal;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30020,Haemoglobin concentration,g/dL,indirect_shared_factor,alcohol;immune;renal;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30300,High light scatter reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30290,High light scatter reticulocyte percentage,%,neutral,immune,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30280,Immature reticulocyte fraction,ratio,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30120,Lymphocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30180,Lymphocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30050,Mean corpuscular haemoglobin,pg,indirect_shared_factor,alcohol;immune;renal;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,immune,,{},,Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30040,Mean corpuscular volume,fL,neutral,alcohol;immune,,{},,Gaussian observation,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30100,Mean platelet (thrombocyte) volume,fL,neutral,inflammation,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30260,Mean reticulocyte volume,fL,neutral,alcohol;immune,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30270,Mean sphered cell volume,fL,neutral,alcohol;immune,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30130,Monocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30190,Monocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30140,Neutrophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30200,Neutrophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,sex,"{""sex"": 0.1}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_MELANOMA_SKIN_EXALLC,30170,Nucleated red blood cell count,10^9 cells/L,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_MELANOMA_SKIN_EXALLC,30230,Nucleated red blood cell percentage,%,neutral,,,{},,not in conditioning subset,no active risk path in this model
