feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
526,seq.6304.8,seq_6304_8,C1QT1,C1QTNF1,Q9BXJ1,StrokeTIA,immune_complement,prospective_risk_direction_proxy,1,0.25,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row305"", ""estimate"": ""1.46"", ""estimate_type"": ""HR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.3"", ""ci_upper"": ""1.63"", ""standard_error"": """", ""p_value"": ""7.378498109812972e-11"", ""q_value"": """", ""adjusted_p_value"": ""2.1545214480653877e-07"", ""direction"": ""higher_predicts_greater_risk"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
527,seq.6315.58,seq_6315_58,PLBL1,PLBD1,Q6P4A8,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
528,seq.6342.10,seq_6342_10,Nephronectin,NPNT,Q6UXI9,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
529,seq.6371.50,seq_6371_50,ANGL7,ANGPTL7,O43827,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
530,seq.6378.2,seq_6378_2,CEI,C5orf38,Q86SI9,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
531,seq.6383.90,seq_6383_90,TLL1,TLL1,O43897,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
532,seq.6385.63,seq_6385_63,VWA1,VWA1,Q6PCB0,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
533,seq.6388.21,seq_6388_21,CC126,CCDC126,Q96EE4,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
534,seq.6390.18,seq_6390_18,NPS,NPS,P0C0P6,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
535,seq.6392.7,seq_6392_7,WISP-2,CCN5,O76076,StrokeTIA,extracellular_matrix,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row408"", ""estimate"": ""2.16"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.64"", ""ci_upper"": ""2.86"", ""standard_error"": """", ""p_value"": ""4.8961342830449234e-08"", ""q_value"": """", ""adjusted_p_value"": ""0.00014296712106491176"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
536,seq.6423.66,seq_6423_66,C1QL2,C1QL2,Q7Z5L3,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
